,vmId,cluster,virtualDatacenter,ip_addresses,os,os_name,vmState,vCpu,vmName,vRam,vinfo_provisioned,vinfo_used,vmdkTotal,vmdkUsed
224,vm-6007,BRB-UCS-Windows-01,BRB,157.139.226.237,Microsoft Windows Server 2016 or later (64-bit),vEAM-CONDBP02.company.net,poweredOn,4,vEAM-CONDBP02,8.0,208.099609375,208.099609375,200.0,144.125
225,vm-5047,BRB-UCS-Windows-01,BRB,157.139.225.127,Microsoft Windows Server 2019 (64-bit),vEAM-EcoStrxP01.company.net,poweredOn,8,vEAM-EcoStrxP01,32.0,332.44140625,332.44140625,300.0,49.4013671875
226,vm-4689,BRB-UCS-Windows-01,BRB,2002:9d8b:e1af::9d8b:e1af,Microsoft Windows Server 2012 (64-bit),vEAM-LUTP01.company.net,poweredOn,4,vEAM-LUTP01,8.0,258.125,258.125,250.0,85.677734375
227,vm-5505,BRB-UCS-Linux-01,BRB,157.139.225.107,Microsoft Windows Server 2019 (64-bit),vENT-AUDIODBP01.company.net,poweredOn,2,vENT-AUDIODBP01,4.0,204.080078125,204.080078125,200.0,39.7919921875
228,vm-5934,BRB-UCS-Windows-01,BRB,157.139.6.76,Microsoft Windows Server 2016 or later (64-bit),vENT-MDDEVP03.company.net,poweredOn,4,vENT-MDDEVP03,16.0,236.1396484375,236.1396484375,220.0,95.755859375
229,vm-5139,BRB-UCS-Windows-01,BRB,157.139.237.82,Microsoft Windows Server 2019 (64-bit),vENT-NOAHP02.company.net,poweredOn,4,vENT-NOAHP02,16.0,196.4306640625,196.4306640625,180.0,30.509765625
230,vm-5941,BRB-UCS-Windows-01,BRB,157.139.225.72,Microsoft Windows Server 2016 or later (64-bit),vENT-VCTRP01.company.net,poweredOn,4,vENT-VCTRP01,16.0,251.421875,251.421875,235.0,54.662109375
231,vm-7872,BRB-UCS-Windows-01,BRB,no ip,none specified,,poweredOff,20,vITS-ARCHSQLP02,48.0,96807.7353515625,96759.3837890625,96758.91796875,96759.3837890625
232,vm-3624,BRB-UCS-Windows-01,BRB,no ip,none specified,,poweredOff,20,vITS-ARCHSQLP03,48.0,73445.5869140625,73397.2353515625,73396.998046875,73397.2353515625
233,vm-6006,BRB-UCS-Windows-01,BRB,no ip,none specified,,poweredOff,20,vITS-ARCHSQLP06,32.0,73232.87109375,73200.30078125,73199.990234375,73200.30078125
234,vm-5999,BRB-UCS-Windows-01,BRB,no ip,none specified,,poweredOff,16,vITS-ARCHSQLP07,32.0,52394.67578125,52362.109375,52361.99609375,52362.109375
235,vm-5096,BRB-UCS-Windows-01,BRB,157.139.241.78,Microsoft Windows Server 2016 or later (64-bit),vITS-AVAWFOP01.company.net,poweredOn,16,vITS-AVAWFOP01,32.0,1240.134765625,1240.134765625,1208.0,857.083984375
236,vm-5468,BRB-UCS-Windows-01,BRB,157.139.241.81,Microsoft Windows Server 2016 or later (64-bit),vITS-AVAWFOREC1.company.net,poweredOn,16,vITS-AVAWFOREC1,8.0,1760.099609375,1760.099609375,1752.0,1226.1015625
237,vm-5478,BRB-UCS-Windows-01,BRB,157.139.241.82,Microsoft Windows Server 2016 or later (64-bit),vITS-AVAWFOREC2.company.net,poweredOn,16,vITS-AVAWFOREC2,8.0,1760.103515625,1760.103515625,1752.0,1193.4716796875
238,vm-5962,BRB-UCS-Windows-01,BRB,157.139.225.200,Microsoft Windows Server 2016 or later (64-bit),VITS-AWSSWINT01.company.net,poweredOn,2,VITS-AWSSWINT01,8.0,88.1162109375,88.1162109375,80.0,25.2705078125
239,vm-173877,BRB-UCS-Windows-01,BRB,157.139.238.92,Microsoft Windows Server 2019 (64-bit),vITS-BFCldPIp01.company.net,poweredOn,4,vITS-BFCldPIp01,16.0,116.1083984375,116.1083984375,100.0,24.5185546875
240,vm-5474,BRB-UCS-Linux-01,BRB,157.139.66.21,Red Hat Enterprise Linux 7 (64-bit),vits-bfdmzrelayp01.company.net,poweredOn,1,vits-bfdmzrelayp01,4.0,204.0791015625,204.0791015625,200.0,72.951171875
241,vm-5473,BRB-UCS-Linux-01,BRB,157.139.66.20,Red Hat Enterprise Linux 7 (64-bit),vits-bfdmzrelayt01.company.net,poweredOn,1,vits-bfdmzrelayt01,4.0,104.0869140625,104.0869140625,100.0,8.193359375
242,vm-4452,BRB-UCS-Linux-01,BRB,157.139.250.49,Red Hat Enterprise Linux 8 (64-bit),vits-bfmongodbp01,poweredOn,4,vits-bfmongodbp01,16.0,166.0810546875,166.0810546875,150.0,35.140625
243,vm-5961,BRB-UCS-Windows-01,BRB,157.139.225.187,Microsoft Windows Server 2016 or later (64-bit),vITS-BFMP01.company.net,poweredOn,8,vITS-BFMP01,32.0,652.22265625,652.22265625,620.0,561.703125
244,vm-5964,BRB-UCS-Windows-01,BRB,157.139.225.189,Microsoft Windows Server 2016 or later (64-bit),vITS-BFMT01.company.net,poweredOn,4,vITS-BFMT01,16.0,216.16015625,216.16015625,200.0,143.0126953125
245,vm-5966,BRB-UCS-Windows-01,BRB,157.139.225.190,Microsoft Windows Server 2016 or later (64-bit),vITS-BFRP01.company.net,poweredOn,4,vITS-BFRP01,8.0,288.0849609375,288.0849609375,280.0,140.04296875
246,vm-5963,BRB-UCS-Windows-01,BRB,157.139.225.191,Microsoft Windows Server 2016 or later (64-bit),vITS-BFRP02.company.net,poweredOn,4,vITS-BFRP02,8.0,288.087890625,288.087890625,280.0,135.5712890625
247,vm-4692,BRB-UCS-Windows-01,BRB,157.139.241.46,Microsoft Windows Server 2016 or later (64-bit),vits-bfrp03.company.net,poweredOn,4,vits-bfrp03,8.0,288.107421875,288.107421875,280.0,97.9111328125
248,vm-6018,BRB-UCS-Windows-01,BRB,157.139.225.188,Microsoft Windows Server 2016 or later (64-bit),vITS-BFSQLP01.company.net,poweredOn,8,vITS-BFSQLP01,32.0,1651.2333984375,1651.2333984375,1618.7998046875,543.0
249,vm-4722,BRB-UCS-Windows-01,BRB,157.139.225.45,Microsoft Windows Server 2016 or later (64-bit),vits-bfwebp01.company.net,poweredOn,4,vits-bfwebp01,20.0,120.439453125,120.439453125,100.0,32.779296875
250,vm-4738,BRB-UCS-Windows-01,BRB,157.139.237.80,Microsoft Windows Server 2019 (64-bit),vITS-BRBDCRSP01.company.net,poweredOn,2,vITS-BRBDCRSP01,4.0,104.0830078125,104.0830078125,100.0,28.56640625
251,vm-134475,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2012 (64-bit),,poweredOff,1,VITS-BRBDCRSP01-clone,4.0,104.3310546875,100.0,100.0,100.0
252,vm-4721,BRB-UCS-Windows-01,BRB,157.139.226.152,Microsoft Windows Server 2016 or later (64-bit),vITS-BTpamDBp01.company.net,poweredOn,16,vITS-BTpamDBp01,36.0,1156.4892578125,1156.4892578125,1120.0,409.6572265625
253,vm-4457,BRB-UCS-Windows-01,BRB,157.139.226.160,Microsoft Windows Server 2016 or later (64-bit),vITS-BTPAMDBP02.company.net,poweredOn,16,vITS-BTPAMDBP02,36.0,1156.443359375,1156.443359375,1120.0,188.7880859375
254,vm-6009,BRB-UCS-Windows-01,BRB,157.139.237.11,Microsoft Windows Server 2016 or later (64-bit),vITS-CASBSH01.company.net,poweredOn,4,vITS-CASBSH01,16.0,166.4326171875,166.4326171875,150.0,67.9140625
255,vm-5967,BRB-UCS-Windows-01,BRB,157.139.238.102,Microsoft Windows Server 2016 or later (64-bit),vITS-CDRDBP01.company.net,poweredOn,4,vITS-CDRDBP01,32.0,432.4326171875,432.4326171875,400.0,31.9912109375
256,vm-5974,BRB-UCS-Windows-01,BRB,157.139.238.101,Microsoft Windows Server 2016 or later (64-bit),vITS-CDRP01.company.net,poweredOn,4,vITS-CDRP01,16.0,216.4326171875,216.4326171875,200.0,32.7939453125
257,vm-5479,BRB-UCS-Windows-01,BRB,157.139.237.64,Microsoft Windows Server 2016 or later (64-bit),vITS-CEEP01.company.net,poweredOn,7,vITS-CEEP01,16.0,536.1318359375,536.1318359375,520.0,370.0859375
258,vm-3179,ITSVM2,BRB,140.251.6.74,Microsoft Windows Server 2019 (64-bit),vITS-CRMIFEDP01.company.net,poweredOn,2,vITS-CRMIFEDP01,6.0,156.19140625,156.19140625,150.0,76.0693359375
259,vm-134483,ITSVM2,BRB,no ip,Microsoft Windows Server 2008 (64-bit),,poweredOff,2,vITS-CRMIFEDP01-clone,4.0,154.5517578125,150.0,150.0,150.0
260,vm-4743,BRB-UCS-Windows-01,BRB,157.139.237.21,Microsoft Windows Server 2012 (64-bit),vITS-CUMCDCP01.company.net,poweredOn,4,vITS-CUMCDCP01,8.0,108.08984375,108.08984375,100.0,41.01953125
261,vm-5969,BRB-UCS-Windows-01,BRB,157.139.226.151,Microsoft Windows Server 2016 or later (64-bit),vITS-DBADMINP01.company.net,poweredOn,4,vITS-DBADMINP01,16.0,236.1875,236.1875,220.0,172.1591796875
262,vm-5094,BRB-UCS-Windows-01,BRB,169.254.2.122,Microsoft Windows Server 2019 (64-bit),vITS-DBASQLT01.company.net,poweredOn,4,vITS-DBASQLT01,16.0,416.15234375,416.15234375,400.0,46.4462890625
263,vm-5098,BRB-UCS-Windows-01,BRB,157.139.226.91,Microsoft Windows Server 2019 (64-bit),vITS-DBASQLT02.company.net,poweredOn,4,vITS-DBASQLT02,16.0,416.33984375,416.33984375,400.0,36.28515625
264,vm-99111,ITSVM2,BRB,140.251.6.52,Microsoft Windows Server 2016 (64-bit),vITS-DDPESDR02.company.net,poweredOn,2,vITS-DDPESDR02,8.0,88.2919921875,88.2919921875,80.0,62.1123046875
265,vm-3182,ITSVM2,BRB,140.251.6.83,Microsoft Windows Server 2016 or later (64-bit),vITS-DDPESP02.company.net,poweredOn,8,vITS-DDPESP02,8.0,88.43359375,88.43359375,80.0,56.48046875
266,vm-5939,BRB-UCS-Windows-01,BRB,157.139.238.107,Microsoft Windows Server 2016 or later (64-bit),vITS-DDPFE01.company.net,poweredOn,2,vITS-DDPFE01,4.0,84.08203125,84.08203125,80.0,21.7412109375
267,vm-3613,BRB-UCS-Linux-01,BRB,157.139.225.124,Red Hat Enterprise Linux 7 (64-bit),vITS-dpostgres,poweredOn,2,vITS-dpostgres,8.0,108.1240234375,108.1240234375,100.0,38.6650390625
268,vm-5097,BRB-UCS-Windows-01,BRB,157.139.241.84,Microsoft Windows Server 2016 or later (64-bit),vITS-EPAPP01.company.net,poweredOn,2,vITS-EPAPP01,8.0,128.1416015625,128.1416015625,120.0,19.76171875
269,vm-5476,BRB-UCS-Windows-01,BRB,157.139.241.85,Microsoft Windows Server 2016 or later (64-bit),vITS-EPAPP02.company.net,poweredOn,2,vITS-EPAPP02,8.0,128.1279296875,128.1279296875,120.0,21.501953125
270,vm-5504,BRB-UCS-Windows-01,BRB,157.139.6.39,Microsoft Windows Server 2019 (64-bit),vITS-EUCTOOLP01.company.net,poweredOn,4,vITS-EUCTOOLP01,8.0,148.083984375,148.083984375,140.0,83.923828125
271,vm-5060,BRB-UCS-Windows-01,BRB,157.139.226.114,Microsoft Windows Server 2019 (64-bit),vITS-EZPROXYP03.company.net,poweredOn,2,vITS-EZPROXYP03,8.0,88.107421875,88.107421875,80.0,42.005859375
272,vm-6011,BRB-UCS-Windows-01,BRB,157.139.226.17,Microsoft Windows Server 2019 (64-bit),vITS-EZPROXYP04.company.net,poweredOn,2,vITS-EZPROXYP04,8.0,88.134765625,88.134765625,80.0,26.1259765625
273,vm-3614,BRB-UCS-Windows-01,BRB,157.139.226.30,Microsoft Windows Server 2019 (64-bit),vITS-EZPROXYT01.company.net,poweredOn,2,vITS-EZPROXYT01,8.0,88.107421875,88.107421875,80.0,32.9267578125
274,vm-180871,BRB-UCS-Linux-01,BRB,10.63.215.153,CentOS 7 (64-bit),bigip1.company.net,poweredOn,4,vITS-F5LBT01,16.0,90.0849609375,90.0849609375,82.0,9.353515625
275,vm-180872,BRB-UCS-Linux-01,BRB,10.63.215.154,CentOS 7 (64-bit),bigip2.company.net,poweredOn,4,vITS-F5LBT02,16.0,90.0830078125,90.0830078125,82.0,9.337890625
276,vm-4747,BRB-UCS-Windows-01,BRB,157.139.226.39,Microsoft Windows Server 2019 (64-bit),vITS-FUSIONP01C.company.net,poweredOn,4,vITS-FUSIONP01C,8.0,88.13671875,88.13671875,80.0,48.3447265625
277,vm-5510,BRB-UCS-Linux-01,BRB,157.139.241.40,Red Hat Enterprise Linux 7 (64-bit),vits-gcdata,poweredOn,2,vITS-gcdata,8.0,168.3173828125,168.3173828125,160.0,59.90234375
278,vm-4730,BRB-UCS-Windows-01,BRB,157.139.238.87,Microsoft Windows Server 2016 or later (64-bit),vITS-GFCAPPP03.company.net,poweredOn,4,vITS-GFCAPPP03,16.0,326.435546875,326.435546875,310.0,198.1484375
279,vm-5092,BRB-UCS-Windows-01,BRB,157.139.238.57,Microsoft Windows Server 2019 (64-bit),vITS-GFCWebP01.company.net,poweredOn,2,vITS-GFCWebP01,8.0,108.1435546875,108.1435546875,100.0,24.7919921875
280,vm-4696,BRB-UCS-Linux-01,BRB,157.139.225.83,Red Hat Enterprise Linux 7 (64-bit),vITS-hpr-postgres,poweredOn,6,vITS-hpr-postgres,130.0,4063.5146484375,4063.5146484375,3928.0,3690.94140625
281,vm-5095,BRB-UCS-Windows-01,BRB,157.139.241.93,Microsoft Windows Server 2019 (64-bit),vITS-INTCREDP01.company.net,poweredOn,8,vITS-INTCREDP01,32.0,132.439453125,132.439453125,100.0,61.59765625
282,vm-144253,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),,poweredOff,8,vITS-INTCREDP01-clone,32.0,132.5576171875,100.0,100.0,100.0
283,vm-5058,BRB-UCS-Windows-01,BRB,157.139.226.175,Microsoft Windows Server 2019 (64-bit),vITS-ISISCANP01.company.net,poweredOn,3,vITS-ISISCANP01,16.0,216.21484375,216.21484375,200.0,29.546875
284,vm-5090,BRB-UCS-Windows-01,BRB,157.139.237.44,Microsoft Windows Server 2019 (64-bit),vITS-ISISCANP02.company.net,poweredOn,3,vITS-ISISCANP02,16.0,216.4169921875,216.4169921875,200.0,29.443359375
285,vm-5059,BRB-UCS-Windows-01,BRB,157.139.237.45,Microsoft Windows Server 2019 (64-bit),vITS-ISISCANP03.company.net,poweredOn,3,vITS-ISISCANP03,16.0,216.28125,216.28125,200.0,32.5439453125
286,vm-4745,BRB-UCS-Windows-01,BRB,157.139.237.46,Microsoft Windows Server 2019 (64-bit),vITS-ISISCANP04.company.net,poweredOn,3,vITS-ISISCANP04,16.0,216.1640625,216.1640625,200.0,30.833984375
287,vm-4742,BRB-UCS-Windows-01,BRB,157.139.237.73,Microsoft Windows Server 2019 (64-bit),vITS-ISISCANP05.company.net,poweredOn,3,vITS-ISISCANP05,16.0,216.2919921875,216.2919921875,200.0,31.06640625
288,vm-5057,BRB-UCS-Windows-01,BRB,157.139.226.176,Microsoft Windows Server 2019 (64-bit),vITS-ISISCANP06.company.net,poweredOn,3,vITS-ISISCANP06,16.0,216.3759765625,216.3759765625,200.0,30.837890625
289,vm-4741,BRB-UCS-Windows-01,BRB,157.139.226.184,Microsoft Windows Server 2019 (64-bit),vITS-ISISCANP07.company.net,poweredOn,3,vITS-ISISCANP07,16.0,216.1083984375,216.1083984375,200.0,30.908203125
290,vm-4746,BRB-UCS-Windows-01,BRB,157.139.226.189,Microsoft Windows Server 2019 (64-bit),vITS-ISISCANP08.company.net,poweredOn,3,vITS-ISISCANP08,16.0,216.2783203125,216.2783203125,200.0,30.875
291,vm-4744,BRB-UCS-Windows-01,BRB,157.139.225.114,Microsoft Windows Server 2019 (64-bit),vITS-ISISCANP09.company.net,poweredOn,3,vITS-ISISCANP09,16.0,216.1884765625,216.1884765625,200.0,31.3935546875
292,vm-5103,BRB-UCS-Windows-01,BRB,157.139.241.33,Microsoft Windows Server 2019 (64-bit),vITS-ISISCANP10.company.net,poweredOn,3,vITS-ISISCANP10,16.0,216.1845703125,216.1845703125,200.0,29.5048828125
293,vm-4691,BRB-UCS-Windows-01,BRB,157.139.225.120,Microsoft Windows Server 2019 (64-bit),vITS-ISISCANP11.company.net,poweredOn,3,vITS-ISISCANP11,16.0,216.2353515625,216.2353515625,200.0,29.5439453125
294,vm-4749,BRB-UCS-Windows-01,BRB,157.139.241.34,Microsoft Windows Server 2019 (64-bit),vITS-ISISCANP12.company.net,poweredOn,3,vITS-ISISCANP12,16.0,216.423828125,216.423828125,200.0,29.546875
295,vm-4753,BRB-UCS-Windows-01,BRB,157.139.225.121,Microsoft Windows Server 2019 (64-bit),vITS-ISISCANP13.company.net,poweredOn,3,vITS-ISISCANP13,16.0,216.173828125,216.173828125,200.0,29.537109375
296,vm-4752,BRB-UCS-Windows-01,BRB,157.139.241.35,Microsoft Windows Server 2019 (64-bit),vITS-ISISCANP14.company.net,poweredOn,3,vITS-ISISCANP14,16.0,216.119140625,216.119140625,200.0,29.3857421875
297,vm-4501,BRB-UCS-Linux-01,BRB,157.139.225.163,Red Hat Enterprise Linux 7 (64-bit),vITS-JenkinsPRD1,poweredOn,2,vITS-JenkinsPRD1,8.0,468.111328125,252.568359375,230.0,66.158203125
298,vm-4690,BRB-UCS-Windows-01,BRB,157.139.66.22,Microsoft Windows Server 2016 or later (64-bit),vITS-JSSP02.company.net,poweredOn,4,vITS-JSSP02,16.0,116.1953125,116.1953125,100.0,47.9287109375
299,vm-4693,BRB-UCS-Linux-01,BRB,157.139.225.158,Red Hat Enterprise Linux 7 (64-bit),vITS-listservp02,poweredOn,8,vITS-listservp02,32.0,433.4248046875,433.4248046875,400.0,206.373046875
300,vm-159720,BRB-UCS-Windows-01,BRB,157.139.225.66,Microsoft Windows Server 2019 (64-bit),vITS-MDTSRVP03.company.net,poweredOn,2,vITS-MDTSRVP03,8.0,1254.125,1254.125,1246.0,1143.7939453125
301,vm-5480,BRB-UCS-Windows-01,BRB,157.139.241.83,Microsoft Windows Server 2016 or later (64-bit),vITS-MUTAPP01.company.net,poweredOn,4,vITS-MUTAPP01,8.0,108.1416015625,108.1416015625,100.0,32.650390625
302,vm-5112,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2008 (64-bit),,poweredOff,1,vITS-MYIVFP01_WIN2008,3.0,103.3330078125,100.001953125,100.0,100.001953125
303,vm-5940,BRB-UCS-Windows-01,BRB,157.139.237.41,Microsoft Windows Server 2019 (64-bit),vITS-MYIVFP03.company.net,poweredOn,2,vITS-MYIVFP03,8.0,108.09375,108.09375,100.0,42.1494140625
304,vm-4748,BRB-UCS-Windows-01,BRB,157.139.225.54,Microsoft Windows Server 2019 (64-bit),vITS-NEXTGENE1.company.net,poweredOn,4,vITS-NEXTGENE1,16.0,116.4052734375,116.4052734375,100.0,30.150390625
305,vm-5970,BRB-UCS-Windows-01,BRB,157.139.237.61,Microsoft Windows Server 2016 or later (64-bit),vITS-NSFMP02.company.net,poweredOn,4,vITS-NSFMP02,16.0,381.4287109375,381.4287109375,365.0,51.3876953125
306,vm-8342,ITSVM2,BRB,140.251.23.102,Microsoft Windows Server 2019 (64-bit),vITS-O365P01.company.net,poweredOn,4,vITS-O365P01,12.0,222.4765625,222.4765625,210.0,182.5712890625
307,vm-3619,BRB-UCS-Windows-01,BRB,157.139.226.108,Microsoft Windows Server 2016 or later (64-bit),vITS-OPSp01.company.net,poweredOn,4,vITS-OPSp01,6.0,156.0869140625,156.0869140625,150.0,125.44921875
308,vm-4472,BRB-UCS-Linux-01,BRB,10.62.223.30,CentOS 4/5/6/7 (64-bit),vits-pan01,poweredOn,16,vits-pan01,32.0,2242.5361328125,2242.5361328125,2210.0,1294.306640625
309,vm-4462,BRB-UCS-Linux-01,BRB,no ip,CentOS 4/5 (64-bit),,poweredOff,8,vits-pan02,16.0,2145.3408203125,2129.001953125,2129.0,2129.001953125
310,vm-67971,BRB-UCS-Windows-01,BRB,157.139.238.81,Microsoft Windows Server 2019 (64-bit),vITS-PL4RFp01.company.net,poweredOn,4,vITS-PL4RFp01,16.0,116.1328125,116.1328125,100.0,26.810546875
311,vm-5516,BRB-UCS-Windows-01,BRB,157.139.237.244,Microsoft Windows Server 2019 (64-bit),vITS-REHAPPP01.company.net,poweredOn,2,vITS-REHAPPP01,8.0,128.14453125,128.14453125,120.0,89.1748046875
312,vm-109215,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2012 (64-bit),,poweredOff,2,vITS-REHAPPP01-clone,4.0,124.33203125,120.0,120.0,120.0
313,vm-5106,BRB-UCS-Windows-01,BRB,157.139.241.88,Microsoft Windows Server 2019 (64-bit),vITS-RFPRNTP01.company.net,poweredOn,4,vITS-RFPRNTP01,16.0,116.138671875,116.138671875,100.0,34.515625
314,vm-5515,BRB-UCS-Windows-01,BRB,157.139.226.121,Microsoft Windows Server 2016 or later (64-bit),vITS-RPTAPPP10.company.net,poweredOn,4,vITS-RPTAPPP10,16.0,166.1064453125,166.1064453125,150.0,95.216796875
315,vm-5532,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),vITS-RPTAPPP11.company.net,poweredOff,4,vITS-RPTAPPP11,16.0,116.556640625,100.0029296875,100.0,100.0029296875
316,vm-4756,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),,poweredOff,4,vITS-RPTAPPP12,16.0,116.55859375,100.0048828125,100.0,100.0048828125
317,vm-5531,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),,poweredOff,4,vITS-RPTAPPP13,16.0,136.5556640625,120.0009765625,120.0,120.0009765625
318,vm-5061,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),,poweredOff,4,vITS-RPTAPPP14,16.0,116.5556640625,100.0009765625,100.0,100.0009765625
319,vm-113231,BRB-UCS-Windows-01,BRB,157.139.241.53,Microsoft Windows Server 2019 (64-bit),vITS-RPTAPPP15.company.net,poweredOn,4,vITS-RPTAPPP15,16.0,116.1611328125,116.1611328125,100.0,52.7041015625
320,vm-4471,BRB-UCS-Linux-01,BRB,157.139.225.144,Red Hat Enterprise Linux 7 (64-bit),vITS-slamon,poweredOn,4,vITS-slamon,16.0,317.126953125,317.126953125,300.0,33.37109375
321,vm-5971,BRB-UCS-Windows-01,BRB,10.62.223.20,Microsoft Windows Server 2016 or later (64-bit),vITS-SOLWINP01.company.net,poweredOn,16,vITS-SOLWINP01,64.0,374.48828125,374.48828125,310.0,252.109375
322,vm-4009,BRB-UCS-Linux-01,BRB,no ip,none specified,,poweredOff,2,vITS-splunk-test,4.0,1028.3564453125,1024.0029296875,1024.0,1024.0029296875
323,vm-5529,BRB-UCS-Windows-01,BRB,157.139.237.77,Microsoft Windows Server 2019 (64-bit),vITS-SQL19BIP01.company.net,poweredOn,4,vITS-SQL19BIP01,8.0,3992.12109375,3992.12109375,3984.0,192.67578125
324,vm-4017,BRB-UCS-Windows-01,BRB,157.139.238.55,Microsoft Windows Server 2019 (64-bit),vITS-SQL2019T01.company.net,poweredOn,2,vITS-SQL2019T01,8.0,208.1923828125,208.1923828125,200.0,38.4375
325,vm-5486,BRB-UCS-Windows-01,BRB,157.139.250.56,Microsoft Windows Server 2019 (64-bit),vITS-SQLCELSP01.company.net,poweredOn,4,vITS-SQLCELSP01,16.0,741.412109375,741.412109375,725.0,369.9560546875
326,vm-15654,BRB-UCS-Windows-01,BRB,169.254.1.21,Microsoft Windows Server 2019 (64-bit),vITS-SQLCLUSP01.company.net,poweredOn,8,vITS-SQLCLUSP01,32.0,3847.421875,3847.421875,3815.0,704.1845703125
327,vm-15664,BRB-UCS-Windows-01,BRB,157.139.237.52,Microsoft Windows Server 2019 (64-bit),vITS-SQLCLUSP02.company.net,poweredOn,8,vITS-SQLCLUSP02,32.0,3847.251953125,3847.251953125,3815.0,59.8642578125
328,vm-4701,BRB-UCS-Windows-01,BRB,157.139.238.85,Microsoft Windows Server 2016 or later (64-bit),vITS-SQLINVP01.company.net,poweredOn,2,vITS-SQLINVP01,8.0,753.16015625,753.16015625,745.0,86.494140625
329,vm-4504,BRB-UCS-Windows-01,BRB,10.63.36.65,Microsoft Windows Server 2019 (64-bit),vits-starsmbp01.company.net,poweredOn,8,vits-starsmbp01,32.0,132.427734375,132.427734375,100.0,46.9599609375
330,vm-4506,BRB-UCS-Windows-01,BRB,10.63.36.76,Microsoft Windows Server 2019 (64-bit),vits-starsmbp02.company.net,poweredOn,8,vits-starsmbp02,32.0,132.4580078125,132.4580078125,100.0,40.103515625
331,vm-4505,BRB-UCS-Windows-01,BRB,10.63.36.78,Microsoft Windows Server 2019 (64-bit),vits-starsmbp03.company.net,poweredOn,8,vits-starsmbp03,32.0,132.4169921875,132.4169921875,100.0,39.6630859375
332,vm-5104,BRB-UCS-Windows-01,BRB,157.139.241.90,Microsoft Windows Server 2019 (64-bit),vITS-TAXNAVP01.company.net,poweredOn,8,vITS-TAXNAVP01,32.0,132.3427734375,132.3427734375,100.0,40.46484375
333,vm-12587,BRB-UCS-Windows-01,BRB,157.139.225.49,Microsoft Windows Server 2019 (64-bit),vITS-TSOLOGIC01.company.net,poweredOn,4,vITS-TSOLOGIC01,16.0,146.3427734375,146.3427734375,130.0,67.9638671875
334,vm-152526,BRB-UCS-Windows-01,BRB,157.139.225.63,Microsoft Windows Server 2019 (64-bit),vITS-TSOLOGIC02.company.net,poweredOn,4,vITS-TSOLOGIC02,16.0,146.166015625,146.166015625,130.0,68.17578125
335,vm-3174,ITSVM2,BRB,140.251.6.30,Microsoft Windows Server 2019 (64-bit),vITS-USCOLP01.company.net,poweredOn,2,vITS-USCOLP01,6.0,156.248046875,156.248046875,150.0,79.3349609375
336,vm-112223,ITSVM2,BRB,no ip,Microsoft Windows Server 2012 (64-bit),,poweredOff,2,vITS-USCOLP01-clone,6.0,151.33203125,145.0,145.0,145.0
337,vm-105184,ITSVM2,BRB,140.251.6.21,Microsoft Windows Server 2019 (64-bit),vITS-VOIPMGRP02.company.net,poweredOn,4,vITS-VOIPMGRP02,16.0,416.28515625,416.28515625,400.0,122.2724609375
338,vm-87607,BRB-UCS-Windows-01,BRB,157.139.241.80,Microsoft Windows Server 2022 (64-bit),vITS-VOIPMGRP03.company.net,poweredOn,4,vITS-VOIPMGRP03,32.0,632.3388671875,632.3388671875,600.0,23.080078125
339,vm-5986,BRB-UCS-Windows-01,BRB,157.139.238.63,Microsoft Windows Server 2016 or later (64-bit),vITS-W2K16LSP01.company.net,poweredOn,2,vITS-W2K16LSP01,4.0,104.0810546875,104.0810546875,100.0,22.4091796875
340,vm-145835,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),vITS-W2K16LSP01.company.net,poweredOff,2,vITS-W2K16LSP01_restore,4.0,104.552734375,100.0,100.0,100.0
341,vm-4750,BRB-UCS-Windows-01,BRB,157.139.250.60,Microsoft Windows Server 2019 (64-bit),vITS-W2K19LSP01.company.net,poweredOn,2,vITS-W2K19LSP01,4.0,64.0810546875,64.0810546875,60.0,28.306640625
342,vm-6008,BRB-UCS-Windows-01,BRB,157.139.238.108,Microsoft Windows Server 2022 (64-bit),vITS-W2K22LSP01.company.net,poweredOn,4,vITS-W2K22LSP01,16.0,196.478515625,196.478515625,180.0,20.5869140625
343,vm-5985,BRB-UCS-Windows-01,BRB,157.139.226.66,Microsoft Windows Server 2019 (64-bit),vITS-WDEXP02.company.net,poweredOn,4,vITS-WDEXP02,16.0,196.380859375,196.380859375,180.0,38.796875
344,vm-5945,BRB-UCS-Windows-01,BRB,157.139.241.36,Microsoft Windows Server 2019 (64-bit),vITS-wrgsqlp01.company.net,poweredOn,2,vITS-wrgsqlp01,8.0,108.130859375,108.130859375,100.0,59.01953125
