,vmId,cluster,virtualDatacenter,ip_addresses,os,os_name,vmState,vCpu,vmName,vRam,vinfo_provisioned,vinfo_used,vmdkTotal,vmdkUsed
470,vm-4449,BRB-UCS-Linux-01,BRB,157.139.225.70,Red Hat Enterprise Linux 7 (64-bit),xits-epicconp02,poweredOn,4,xits-epicconp02,8.0,68.1171875,68.1171875,60.0,8.4501953125
471,vm-4450,BRB-UCS-Linux-01,BRB,157.139.225.74,Red Hat Enterprise Linux 7 (64-bit),xits-epicconp03,poweredOn,4,xits-epicconp03,8.0,68.12109375,68.12109375,60.0,8.4013671875
472,vm-5125,BRB-UCS-Linux-01,BRB,157.139.225.156,Red Hat Enterprise Linux 7 (64-bit),xits-epictransfer.company.net,poweredOn,2,xits-epictransfer,8.0,1158.6083984375,1158.6083984375,1150.0,276.5908203125
473,vm-99109,BRB-UCS-Linux-01,BRB,157.139.237.7,SUSE Linux Enterprise 12 (64-bit),xITS-ESRSP02,poweredOn,4,xITS-ESRSP02,32.0,172.08203125,172.08203125,140.0,17.505859375
474,vm-4464,BRB-UCS-Linux-01,BRB,no ip,SUSE Linux Enterprise 11 (64-bit),xITS-ESRSP02,poweredOff,4,xITS-ESRSP02-bad,16.0,136.3349609375,120.0009765625,120.0,120.0009765625
475,vm-4448,BRB-UCS-Linux-01,BRB,157.139.226.127,Ubuntu Linux (64-bit),freezerpro,poweredOn,2,xITS-FREAPPP02,4.0,54.08203125,54.08203125,50.0,24.4951171875
476,vm-4466,BRB-UCS-Linux-01,BRB,157.139.6.20,Ubuntu Linux (64-bit),freezerpro,poweredOn,2,xITS-FREAPPT02,2.0,52.080078125,52.080078125,50.0,13.8388671875
477,vm-5512,BRB-UCS-Linux-01,BRB,157.139.6.137,Red Hat Enterprise Linux 7 (64-bit),xits-gitlabp,poweredOn,8,xits-gitlabp,32.0,1044.1220703125,1044.1220703125,1012.0,469.7763671875
478,vm-4447,BRB-UCS-Linux-01,BRB,157.139.250.62,Red Hat Enterprise Linux 7 (64-bit),xits-gitlabt,poweredOn,2,xits-gitlabt,8.0,108.0791015625,108.0791015625,100.0,63.7177734375
479,vm-4765,BRB-UCS-Linux-01,BRB,no ip,Red Hat Enterprise Linux 7 (64-bit),,poweredOff,12,xits-iam-maria,24.0,124.5869140625,100.0048828125,100.0,100.0048828125
480,vm-3189,ITSVM2,BRB,no ip,Red Hat Enterprise Linux 7 (64-bit),,poweredOff,8,xits-iamt01,20.0,120.5947265625,100.0166015625,100.0,100.0166015625
481,vm-67970,BRB-UCS-Linux-01,BRB,157.139.226.216,Red Hat Enterprise Linux 7 (64-bit),xits-idpwebd03,poweredOn,4,xits-idpwebd03,16.0,77.5517578125,77.5517578125,60.0,17.1455078125
482,vm-7400,BRB-UCS-Linux-01,BRB,157.139.225.39,Red Hat Enterprise Linux 7 (64-bit),xits-idpwebp03.company.net,poweredOn,4,xits-idpwebp03,32.0,233.3935546875,233.3935546875,200.0,15.716796875
483,vm-4763,BRB-UCS-Linux-01,BRB,157.139.225.168,Red Hat Enterprise Linux 7 (64-bit),xits-idpwebp04.company.net,poweredOn,4,xits-idpwebp04,32.0,234.966796875,234.966796875,200.0,16.64453125
484,vm-5489,BRB-UCS-Linux-01,BRB,157.139.226.19,Red Hat Enterprise Linux 7 (64-bit),xits-idpwebt03.company.net,poweredOn,4,xits-idpwebt03,16.0,77.1435546875,77.1435546875,60.0,17.482421875
485,vm-5493,BRB-UCS-Linux-01,BRB,157.139.226.100,Red Hat Enterprise Linux 7 (64-bit),xits-idpwebt04.company.net,poweredOn,4,xits-idpwebt04,16.0,77.537109375,77.537109375,60.0,12.3798828125
486,vm-76054,BRB-UCS-Linux-01,BRB,157.139.237.90,CentOS 7 (64-bit),xITS-INSIGHTIQP04,poweredOn,2,xITS-INSIGHTIQP04,8.0,83.1162109375,83.1162109375,75.0,4.3447265625
487,vm-5492,BRB-UCS-Linux-01,BRB,157.139.225.129,Red Hat Enterprise Linux 7 (64-bit),xits-ipm03p.company.net,poweredOn,1,xits-ipm03p,4.0,2752.0791015625,2752.0791015625,2748.0,1645.53125
488,vm-4764,BRB-UCS-Linux-01,BRB,157.139.226.78,Red Hat Enterprise Linux 7 (64-bit),xits-ipmappd01.company.net,poweredOn,2,xits-ipmappd01,8.0,1078.1220703125,1078.1220703125,1070.0,370.3349609375
489,vm-4761,BRB-UCS-Linux-01,BRB,157.139.226.59,Red Hat Enterprise Linux 7 (64-bit),xits-ipmappd02.company.net,poweredOn,2,xits-ipmappd02,8.0,269.1826171875,269.1826171875,261.0,101.21484375
490,vm-5114,BRB-UCS-Linux-01,BRB,157.139.226.107,Red Hat Enterprise Linux 7 (64-bit),xits-ipmp07.company.net,poweredOn,8,xits-ipmappd03,32.0,332.201171875,332.201171875,300.0,86.3134765625
491,vm-4469,BRB-UCS-Linux-01,BRB,157.139.225.58,Red Hat Enterprise Linux 7 (64-bit),xits-ipmd01.company.net,poweredOn,2,xits-ipmd01,8.0,668.2099609375,668.2099609375,660.0,341.0009765625
492,vm-4710,BRB-UCS-Linux-01,BRB,157.139.225.128,Red Hat Enterprise Linux 7 (64-bit),xits-ipmd02.company.net,poweredOn,2,xits-ipmd02,8.0,405.1982421875,405.1982421875,397.0,117.3369140625
493,vm-4468,BRB-UCS-Linux-01,BRB,157.139.225.171,Red Hat Enterprise Linux 7 (64-bit),xits-ipmd03.company.net,poweredOn,2,xits-ipmd03,8.0,618.1904296875,618.1904296875,610.0,447.734375
494,vm-4475,BRB-UCS-Linux-01,BRB,no ip,Red Hat Enterprise Linux 7 (64-bit),xits-ipmdgis01.company.net,poweredOff,2,xits-ipmdgis01,8.0,111.3671875,103.0146484375,103.0,103.0146484375
495,vm-4473,BRB-UCS-Linux-01,BRB,157.139.225.135,Red Hat Enterprise Linux 7 (64-bit),xits-ipms14.company.net,poweredOn,2,xits-ipmingestion-s,8.0,2032.6552734375,2032.6552734375,2024.0,1283.8349609375
496,vm-5521,BRB-UCS-Linux-01,BRB,157.139.6.131,Red Hat Enterprise Linux 7 (64-bit),xits-ipmp01.company.net,poweredOn,2,xits-ipmp01,8.0,172.197265625,172.197265625,164.0,56.251953125
497,vm-4429,BRB-UCS-Linux-01,BRB,157.139.250.47,Red Hat Enterprise Linux 7 (64-bit),xits-ipmp06p,poweredOn,4,xits-ipmp06p,62.0,262.0810546875,262.0810546875,200.0,143.2138671875
498,vm-4474,BRB-UCS-Linux-01,BRB,157.139.225.130,Red Hat Enterprise Linux 7 (64-bit),xits-ipmp09.company.net,poweredOn,2,xits-ipmp09,8.0,218.212890625,218.212890625,210.0,40.6103515625
499,vm-4694,BRB-UCS-Linux-01,BRB,157.139.225.145,Red Hat Enterprise Linux 7 (64-bit),xits-ipmp15.company.net,poweredOn,4,xits-ipmp15,16.0,196.1171875,196.1171875,180.0,28.6240234375
500,vm-5116,BRB-UCS-Linux-01,BRB,157.139.226.69,Red Hat Enterprise Linux 7 (64-bit),xits-ipmpgis02.company.net,poweredOn,2,xits-ipmpgis02,8.0,110.1943359375,110.1943359375,102.0,17.681640625
501,vm-4484,BRB-UCS-Linux-01,BRB,no ip,Red Hat Enterprise Linux 7 (64-bit),xits-ipmpgis03.company.net,poweredOff,8,xits-ipmpgis03,32.0,92.359375,60.0009765625,60.0,60.0009765625
502,vm-5127,BRB-UCS-Linux-01,BRB,172.19.0.1,Red Hat Enterprise Linux 7 (64-bit),xits-ipmr01,poweredOn,8,xits-ipmr01,32.0,393.4365234375,393.4365234375,360.0,210.671875
503,vm-5520,BRB-UCS-Linux-01,BRB,157.139.6.132,Red Hat Enterprise Linux 7 (64-bit),xits-ipms01.company.net,poweredOn,2,xits-ipms01,64.0,481.857421875,481.857421875,413.0,174.181640625
504,vm-5124,BRB-UCS-Linux-01,BRB,157.139.226.109,Red Hat Enterprise Linux 7 (64-bit),xits-ipms05.company.net,poweredOn,2,xits-ipms05,8.0,308.2744140625,308.2744140625,300.0,146.154296875
505,vm-4431,BRB-UCS-Linux-01,BRB,157.139.250.46,Red Hat Enterprise Linux 7 (64-bit),xits-ipms06s.company.net,poweredOn,16,xits-ipms06s,64.0,464.0927734375,464.0927734375,400.0,226.771484375
506,vm-5491,BRB-UCS-Linux-01,BRB,157.139.225.59,Red Hat Enterprise Linux 7 (64-bit),xits-ipmsge.company.net,poweredOn,2,xits-ipmsge,4.0,354.080078125,354.080078125,350.0,147.9775390625
507,vm-5126,BRB-UCS-Linux-01,BRB,157.139.225.46,Red Hat Enterprise Linux 7 (64-bit),xits-ipmsge-s,poweredOn,2,xits-ipmsge-s,4.0,304.080078125,304.080078125,300.0,109.337890625
508,vm-4494,BRB-UCS-Linux-01,BRB,157.139.250.82,Red Hat Enterprise Linux 8 (64-bit),xits-isais2,poweredOn,1,xits-isais2,4.0,104.078125,104.078125,100.0,28.318359375
509,vm-5128,BRB-UCS-Linux-01,BRB,no ip,Red Hat Enterprise Linux 7 (64-bit),,poweredOff,2,xits-ithrh7t01,2.0,62.57421875,60.001953125,60.0,60.001953125
510,vm-5494,BRB-UCS-Linux-01,BRB,157.139.225.50,Red Hat Enterprise Linux 7 (64-bit),xits-jenkinsNode1.company.net,poweredOn,4,xits-jenkinsNode1,16.0,166.23828125,166.23828125,150.0,7.2119140625
511,vm-5117,BRB-UCS-Linux-01,BRB,157.139.225.227,CentOS 6 (64-bit),xits-karcher.company.net,poweredOn,16,xits-karcher,128.0,1633.9189453125,1633.9189453125,1505.494140625,43.72265625
512,vm-5067,BRB-UCS-Linux-01,BRB,157.139.225.186,Red Hat Enterprise Linux 7 (64-bit),xits-keyserver.company.net,poweredOn,2,xits-keyserver,8.0,108.9130859375,108.9130859375,100.0,6.939453125
513,vm-4759,BRB-UCS-Linux-01,BRB,157.139.225.34,Red Hat Enterprise Linux 7 (64-bit),xits-keyserver-dev.company.net,poweredOn,2,xits-keyserver-dev,8.0,108.2470703125,108.2470703125,100.0,7.10546875
514,vm-5461,BRB-UCS-Linux-01,BRB,no ip,Red Hat Enterprise Linux 7 (64-bit),,poweredOff,2,xits-keyserver-old,8.0,108.580078125,100.0078125,100.0,100.0078125
515,vm-4762,BRB-UCS-Linux-01,BRB,157.139.226.133,Red Hat Enterprise Linux 7 (64-bit),xits-ldapdev1,poweredOn,1,xits-ldapdev1,4.0,64.10546875,64.10546875,60.0,8.4609375
516,vm-5065,BRB-UCS-Linux-01,BRB,157.139.226.11,Red Hat Enterprise Linux 7 (64-bit),xits-macsp01.company.net,poweredOn,2,xits-macsp01,8.0,69.19140625,69.19140625,60.0,14.2109375
517,vm-4758,BRB-UCS-Linux-01,BRB,157.139.225.71,CentOS 7 (64-bit),xits-mutst01,poweredOn,8,xits-mutst01,32.0,82.1708984375,82.1708984375,50.0,10.46484375
518,vm-4430,BRB-UCS-Linux-01,BRB,157.139.225.173,Red Hat Enterprise Linux 8 (64-bit),xits-nagiosp01,poweredOn,2,xits-nagiosp01,8.0,258.0791015625,258.0791015625,250.0,207.5927734375
519,vm-4126,BRB-UCS-Linux-01,BRB,157.139.226.157,Red Hat Enterprise Linux 6 (64-bit),xits-ndst01.company.net,poweredOn,2,xits-ndst01,8.0,158.115234375,158.115234375,150.0,23.7021484375
520,vm-3172,ITSVM2,BRB,140.251.6.6,Red Hat Enterprise Linux 6 (64-bit),xits-ndst02.company.net,poweredOn,2,xits-ndst02,8.0,158.4306640625,158.4306640625,150.0,20.8408203125
521,vm-5064,BRB-UCS-Linux-01,BRB,no ip,none specified,,poweredOff,2,xits-OneFS822T01,6.0,122.837890625,116.5048828125,116.5,116.5048828125
522,vm-4127,BRB-UCS-Linux-01,BRB,157.139.225.146,Red Hat Enterprise Linux 7 (64-bit),xits-operations.company.net,poweredOn,2,xits-operations,8.0,208.5390625,208.5390625,200.0,42.56640625
523,vm-4498,BRB-UCS-Linux-01,BRB,157.139.250.70,CentOS 8 (64-bit),xits-ops-scripting,poweredOn,2,xits-ops-scripting,4.0,104.0791015625,104.0791015625,100.0,11.2412109375
524,vm-4768,BRB-UCS-Linux-01,BRB,no ip,none specified,,poweredOff,8,xITS-oracle-testjoy2002,8.0,88.359375,80.0009765625,80.0,80.0009765625
525,vm-5490,BRB-UCS-Linux-01,BRB,10.62.223.34,PanOS 8.0.2,Panorama,poweredOn,8,xits-pan02,32.0,113.14453125,113.14453125,81.0,16.57421875
526,vm-5500,BRB-UCS-Linux-01,BRB,157.139.238.67,CentOS 6 (64-bit),ppt_oh32ef,poweredOn,4,xits-parkplacemon,16.0,172.1943359375,172.1943359375,156.0,10.296875
527,vm-4128,BRB-UCS-Linux-01,BRB,157.139.226.86,Red Hat Enterprise Linux 7 (64-bit),xits-po-order-dev1,poweredOn,2,xits-po-order-DEV1,8.0,169.2841796875,169.2841796875,160.0,89.7744140625
528,vm-5511,BRB-UCS-Linux-01,BRB,157.139.226.124,Red Hat Enterprise Linux 7 (64-bit),xits-po-order-prd1,poweredOn,2,xits-po-order-PRD1,8.0,1168.55859375,1168.55859375,1160.0,60.412109375
529,vm-3180,ITSVM2,BRB,140.251.6.14,CentOS 7 (64-bit),xits-pptrap02,poweredOn,8,xits-pptrap02,32.0,582.52734375,582.52734375,550.0,280.751953125
530,vm-4433,BRB-UCS-Linux-01,BRB,157.139.250.80,Ubuntu Linux (64-bit),xits-pureanalytics,poweredOn,4,xits-pureanalytics,8.0,48.09765625,48.09765625,40.0,6.767578125
531,vm-5070,BRB-UCS-Linux-01,BRB,157.139.226.129,Red Hat Enterprise Linux 7 (64-bit),racie.company.net,poweredOn,2,xits-racie-prd,8.0,669.3828125,669.3828125,660.0,430.92578125
532,vm-5132,BRB-UCS-Linux-01,BRB,157.139.226.63,Red Hat Enterprise Linux 7 (64-bit),xits-radbotp01.company.net,poweredOn,1,xits-radbotp01,3.0,113.080078125,113.080078125,110.0,23.2626953125
533,vm-30035,BRB-UCS-Linux-01,BRB,157.139.250.68,Red Hat Enterprise Linux 7 (64-bit),xits-redskyp03.company.net,poweredOn,2,xits-redskyp03,8.0,158.0791015625,158.0791015625,150.0,87.169921875
534,vm-4454,BRB-UCS-Linux-01,BRB,157.139.250.69,Red Hat Enterprise Linux 7 (64-bit),xits-redskyp04.company.net,poweredOn,2,xits-redskyp04,8.0,108.0791015625,108.0791015625,100.0,82.6708984375
535,vm-5066,BRB-UCS-Linux-01,BRB,157.139.238.86,Red Hat Enterprise Linux 7 (64-bit),xits-safesidedbp01.company.net,poweredOn,1,xits-safesidedbp01,4.0,104.1904296875,104.1904296875,100.0,7.576171875
536,vm-4129,BRB-UCS-Linux-01,BRB,10.62.240.35,Red Hat Enterprise Linux 7 (64-bit),xits-scu-ls.company.net,poweredOn,1,xits-scu-ls,4.0,104.083984375,104.083984375,100.0,11.4208984375
537,vm-4485,BRB-UCS-Linux-01,BRB,no ip,Red Hat Enterprise Linux 7 (64-bit),,poweredOff,1,xits-scu-ls-DR-RITM0340308,4.0,104.5712890625,100.0,100.0,100.0
538,vm-5068,BRB-UCS-Linux-01,BRB,10.62.238.38,Other 2.6.x Linux (64-bit),xits-secatkp01,poweredOn,1,xITS-SECATKP01,6.0,66.080078125,66.080078125,60.0,22.986328125
539,vm-77115,BRB-UCS-Linux-01,BRB,157.139.250.105,Red Hat Enterprise Linux 8 (64-bit),xits-secweb,poweredOn,1,xits-secweb,4.0,104.078125,40.40234375,100.0,6.7802734375
540,vm-5462,BRB-UCS-Linux-01,BRB,157.139.226.75,Red Hat Enterprise Linux 7 (64-bit),xits-shiny-prd.company.net,poweredOn,1,xits-shiny-prd,4.0,104.0888671875,104.0888671875,100.0,7.7109375
541,vm-176372,BRB-UCS-Linux-01,BRB,no ip,none specified,,poweredOn,2,xits-splunkp01_ram2027_test,64.0,1279.67578125,1279.67578125,1215.595703125,1279.67578125
542,vm-5063,BRB-UCS-Linux-01,BRB,no ip,none specified,,poweredOn,4,xITS-SPLUNKP05,8.0,68.08203125,68.08203125,60.0,68.08203125
543,vm-5502,BRB-UCS-Linux-01,BRB,no ip,none specified,,poweredOn,4,xITS-SPLUNKP06,8.0,68.08203125,68.08203125,60.0,68.08203125
544,vm-162764,BRB-UCS-Linux-01,BRB,157.139.250.107,Red Hat Enterprise Linux 8 (64-bit),xits-splunkp08,poweredOn,8,xits-splunkp08,32.0,362.0849609375,267.6328125,330.0,4.966796875
545,vm-176371,BRB-UCS-Linux-01,BRB,157.139.250.108,Red Hat Enterprise Linux 8 (64-bit),xits-splunkp09,poweredOn,8,xits-splunkp09,32.0,9378.0849609375,9283.1767578125,9346.0,465.51953125
546,vm-183859,BRB-UCS-Linux-01,BRB,157.139.250.106,Red Hat Enterprise Linux 8 (64-bit),xits-splunkp10,poweredOn,8,xits-splunkp10,32.0,162.0849609375,65.8427734375,130.0,4.3115234375
547,vm-4432,BRB-UCS-Linux-01,BRB,157.139.250.85,CentOS 7 (64-bit),xits-starfishp01,poweredOn,20,xits-starfishp01,128.0,5298.3671875,5298.3671875,5170.0,2392.796875
548,vm-51733,BRB-UCS-Linux-01,BRB,10.63.36.40,SUSE openSUSE (64-bit),xITS-SUPDRP02,poweredOn,4,XITS-SUPDRP02,72.0,182.416015625,182.416015625,110.0,31.6982421875
549,vm-51735,BRB-UCS-Linux-01,BRB,10.63.36.57,SUSE openSUSE (64-bit),supsearch-1,poweredOn,4,xits-supsearchp01-1,20.0,450.5107421875,450.5107421875,430.0,598.9931640625
550,vm-51737,BRB-UCS-Linux-01,BRB,10.63.36.58,SUSE openSUSE (64-bit),supsearch-2,poweredOn,4,xits-supsearchp01-2,20.0,850.541015625,850.541015625,830.0,1307.970703125
551,vm-51736,BRB-UCS-Linux-01,BRB,10.63.36.59,SUSE openSUSE (64-bit),supsearch-3,poweredOn,4,xits-supsearchp01-3,20.0,850.525390625,850.525390625,830.0,769.677734375
552,vm-51734,BRB-UCS-Linux-01,BRB,10.63.36.60,SUSE openSUSE (64-bit),supsearch-4,poweredOn,4,xits-supsearchp01-4,20.0,850.5859375,850.5859375,830.0,763.279296875
553,vm-5069,BRB-UCS-Linux-01,BRB,157.139.237.4,Red Hat Enterprise Linux 7 (64-bit),xits-syslog-dr,poweredOn,2,xits-syslog-dr,8.0,69.1845703125,69.1845703125,60.0,14.3134765625
554,vm-5131,BRB-UCS-Linux-01,BRB,157.139.225.64,Red Hat Enterprise Linux 7 (64-bit),xits-syslog-isilonp01.company.net,poweredOn,2,xits-syslog-isilonp01,8.0,409.1982421875,409.1982421875,400.0,306.0390625
555,vm-5087,BRB-UCS-Linux-01,BRB,157.139.237.10,Red Hat Enterprise Linux 6 (64-bit),xits-syslogp02.company.net,poweredOn,4,xits-syslogp02,8.0,1032.10546875,1032.10546875,1024.0,259.103515625
556,vm-4718,BRB-UCS-Linux-01,BRB,no ip,Ubuntu Linux (64-bit),TAPVM-244,poweredOff,2,xITS-TAPP01,8.0,48.3916015625,40.05859375,40.0,40.05859375
557,vm-4477,BRB-UCS-Linux-01,BRB,no ip,Red Hat Enterprise Linux 7 (64-bit),xits-template-rh7.company.net,poweredOff,2,xits-template-rh7,8.0,108.576171875,100.00390625,100.0,100.00390625
558,vm-5089,BRB-UCS-Linux-01,BRB,no ip,none specified,,poweredOff,1,xits-ubuntu,1.0,62.1708984375,60.0,60.0,60.0
559,vm-4438,BRB-UCS-Linux-01,BRB,157.139.226.77,Ubuntu Linux (64-bit),xits-vsengnxsps01.company.net,poweredOn,4,xits-vsengnxsps01,16.0,113.7744140625,113.7744140625,97.65625,27.7080078125
560,vm-4688,BRB-UCS-Linux-01,BRB,157.139.226.94,Ubuntu Linux (64-bit),xits-vsengnxsps02.company.net,poweredOn,4,xits-vsengnxsps02,16.0,113.7578125,113.7578125,97.65625,33.6123046875
561,vm-4440,BRB-UCS-Linux-01,BRB,157.139.226.137,Ubuntu Linux (64-bit),xits-vsengnxsps03.company.net,poweredOn,4,xits-vsengnxsps03,16.0,113.83984375,113.83984375,97.65625,28.4736328125
562,vm-5130,BRB-UCS-Linux-01,BRB,157.139.226.244,Ubuntu Linux (64-bit),xits-vsengnxsps04.company.net,poweredOn,4,xits-vsengnxsps04,16.0,113.818359375,113.818359375,97.65625,27.830078125
563,vm-5088,BRB-UCS-Linux-01,BRB,157.139.226.245,Ubuntu Linux (64-bit),xits-vsengnxsps05.company.net,poweredOn,4,xits-vsengnxsps05,16.0,113.7744140625,113.7744140625,97.65625,27.189453125
564,vm-5503,BRB-UCS-Linux-01,BRB,157.139.226.246,Ubuntu Linux (64-bit),xits-vsengnxsps06.company.net,poweredOn,4,xits-vsengnxsps06,16.0,113.81640625,113.81640625,97.65625,28.2138671875
565,vm-4439,BRB-UCS-Linux-01,BRB,157.139.226.162,Red Hat Enterprise Linux 8 (64-bit),xits-www-prd02,poweredOn,1,xits-www-prd02,4.0,104.078125,104.078125,100.0,36.3173828125
566,vm-4441,BRB-UCS-Linux-01,BRB,157.139.226.161,Red Hat Enterprise Linux 8 (64-bit),xits-www-prd03,poweredOn,1,xits-www-prd03,4.0,104.078125,104.078125,100.0,36.7587890625
567,vm-3175,ITSVM2,BRB,140.251.7.61,CentOS 7 (64-bit),mydevice-mail.company.net,poweredOn,2,xMDM-SENTRY04,8.0,108.3056640625,108.3056640625,100.0,7.203125
568,vm-3176,ITSVM2,BRB,140.251.23.112,CentOS 7 (64-bit),mydevice.company.net,poweredOn,2,xMDM-VSP01,16.0,194.9677734375,194.9677734375,180.0,54.36328125
569,vm-92584,ITSVM2,BRB,no ip,Red Hat Enterprise Linux 6 (64-bit),,poweredOff,2,xMDM-VSP01_RITM0587913,16.0,194.8525390625,180.0,180.0,180.0
570,vm-5086,BRB-UCS-Linux-01,BRB,157.139.226.9,CentOS 7 (64-bit),mydevice-dev.company.net,poweredOn,2,xMDM-VSPD01,8.0,186.69140625,186.69140625,180.0,26.8369140625
571,vm-5501,BRB-UCS-Linux-01,BRB,no ip,none specified,,poweredOn,2,xRAD-HEARTAPPP03,4.0,126.0791015625,126.0791015625,122.0,126.0791015625
572,vm-3184,ITSVM2,BRB,no ip,Red Hat Enterprise Linux 6 (64-bit),,poweredOff,4,xVIVO-PRD2,20.0,145.3671875,125.0126953125,125.0,125.0126953125
